meaningful_components=156
shape_01.svg	area=538799	bbox=(0, 0, 10067, 13524)
shape_93.svg	area=516442	bbox=(2908, 7825, 3834, 9371)
shape_94.svg	area=514836	bbox=(6251, 7825, 7176, 9370)
shape_95.svg	area=79647	bbox=(4878, 7837, 5201, 8160)
shape_96.svg	area=478484	bbox=(158, 7970, 892, 9168)
shape_97.svg	area=479314	bbox=(9188, 7970, 9927, 9168)
shape_98.svg	area=264913	bbox=(1512, 7981, 2241, 8659)
shape_99.svg	area=201666	bbox=(2352, 7981, 2833, 8681)
shape_100.svg	area=264478	bbox=(7843, 7981, 8572, 8658)
shape_101.svg	area=201330	bbox=(7246, 7982, 7727, 8681)
shape_102.svg	area=116316	bbox=(765, 8184, 1210, 8687)
shape_103.svg	area=116319	bbox=(8869, 8184, 9326, 8687)
shape_104.svg	area=211070	bbox=(1808, 8364, 2519, 8960)
shape_105.svg	area=208363	bbox=(7566, 8369, 8271, 8954)
shape_106.svg	area=6170782	bbox=(1785, 8596, 8300, 11311)
shape_107.svg	area=143467	bbox=(1055, 8601, 1564, 9191)
shape_108.svg	area=143108	bbox=(8521, 8601, 9031, 9191)
shape_109.svg	area=22905	bbox=(2596, 8775, 2763, 8948)
shape_110.svg	area=23021	bbox=(7328, 8776, 7495, 8948)
shape_111.svg	area=445512	bbox=(8799, 8851, 9713, 9793)
shape_112.svg	area=443203	bbox=(372, 8856, 1285, 9788)
shape_113.svg	area=104394	bbox=(4831, 8955, 5259, 9307)
shape_114.svg	area=143902	bbox=(1409, 9105, 1922, 9695)
shape_115.svg	area=143395	bbox=(8168, 9105, 8676, 9695)
shape_116.svg	area=710935	bbox=(3685, 9204, 6348, 10054)
shape_117.svg	area=536600	bbox=(569, 9314, 1610, 10378)
shape_118.svg	area=538026	bbox=(8475, 9314, 9517, 10378)
shape_119.svg	area=23527	bbox=(3099, 9499, 3267, 9678)
shape_120.svg	area=23503	bbox=(6819, 9505, 6991, 9678)
shape_121.svg	area=128214	bbox=(1762, 9609, 2241, 10147)
shape_122.svg	area=126974	bbox=(7848, 9609, 8324, 10147)
shape_123.svg	area=520515	bbox=(806, 9859, 1946, 10876)
shape_124.svg	area=520541	bbox=(8133, 9859, 9274, 10871)
shape_125.svg	area=192115	bbox=(3673, 9922, 4460, 10431)
shape_126.svg	area=193851	bbox=(5625, 9922, 6412, 10431)
shape_127.svg	area=128492	bbox=(2075, 10061, 2560, 10599)
shape_128.svg	area=127318	bbox=(7525, 10061, 8005, 10599)
shape_129.svg	area=235321	bbox=(4542, 10195, 5537, 10431)
shape_130.svg	area=540852	bbox=(1066, 10270, 2235, 11334)
shape_131.svg	area=539705	bbox=(7849, 10270, 9018, 11334)
shape_132.svg	area=107439	bbox=(2399, 10513, 2844, 10981)
shape_133.svg	area=107233	bbox=(7241, 10513, 7686, 10986)
shape_134.svg	area=241716	bbox=(4327, 10536, 5757, 10714)
shape_135.svg	area=573957	bbox=(1362, 10751, 2583, 11838)
shape_136.svg	area=573382	bbox=(7502, 10751, 8711, 11833)
shape_137.svg	area=107128	bbox=(2706, 10872, 3139, 11358)
shape_138.svg	area=106847	bbox=(6946, 10872, 7380, 11358)
shape_139.svg	area=553631	bbox=(1768, 11110, 2867, 12279)
shape_140.svg	area=552673	bbox=(7218, 11110, 8317, 12279)
shape_141.svg	area=176943	bbox=(6367, 11220, 7066, 11786)
shape_142.svg	area=176368	bbox=(3019, 11225, 3718, 11786)
shape_143.svg	area=469186	bbox=(6859, 11526, 7860, 12643)
shape_144.svg	area=468776	bbox=(2224, 11527, 3232, 12643)
shape_145.svg	area=205879	bbox=(3679, 11579, 4506, 11971)
shape_146.svg	area=205795	bbox=(5579, 11579, 6406, 11971)
shape_147.svg	area=470901	bbox=(2700, 11706, 3533, 12939)
shape_148.svg	area=471532	bbox=(6552, 11706, 7379, 12939)
shape_149.svg	area=115379	bbox=(4553, 11712, 5016, 11983)
shape_150.svg	area=117474	bbox=(5063, 11712, 5537, 11983)
shape_151.svg	area=548081	bbox=(6071, 11943, 6869, 13177)
shape_152.svg	area=547020	bbox=(3216, 11944, 4014, 13177)
shape_153.svg	area=579577	bbox=(3818, 12013, 4454, 13332)
shape_154.svg	area=580393	bbox=(5631, 12013, 6261, 13327)
shape_155.svg	area=640650	bbox=(4450, 12083, 5010, 13385)
shape_156.svg	area=642604	bbox=(5075, 12088, 5630, 13385)
